Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
17/1/2022,, 34, CONDUCTOR, FRANCISCO MARTINEZ, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, LUNES, FEMENINO, 5, MALDONADO, MALDONADO, MOTO, 1, 687195, 6136785 
17/1/2022,, 25, PASAJERO, PARQUE CENTENARIO. CALLE PARALELA A CAORSI, URBANA    , ILESO, COLISIÓN CON OBSTÁCULO EN CALZADA, NO USA CINTURÓN, SIN DATOS, LUNES, FEMENINO, 6, FLORES, TRINIDAD, AUTO, 1, 509415, 6290080 
17/1/2022,, 30, CONDUCTOR, PARQUE CENTENARIO. CALLE PARALELA A CAORSI, URBANA    , HERIDO LEVE, COLISIÓN CON OBSTÁCULO EN CALZADA, NO USA CINTURÓN, SIN DATOS, LUNES, FEMENINO, 6, FLORES, TRINIDAD, AUTO, 1, 509415, 6290080 
17/1/2022,, 18, CONDUCTOR, J. DELGADO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 6, SALTO, SALTO, MOTO, 1, 407850, 6528075 
17/1/2022,, 43, CONDUCTOR, J. DELGADO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 6, SALTO, SALTO, AUTO, 1, 407850, 6528075 
23/2/2022,, 34, PEATÓN, BOULEVARD JOSE BATLLE Y ORDOÑEZ, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 3, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 570750, 6146225 
23/2/2022,, 44, CONDUCTOR, GENERAL APARICIO SARAVIA, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 5, MALDONADO, SAN RAFAEL - EL PLACER, AUTO, 1, 692595, 6134205 
23/2/2022,, 35, CONDUCTOR, JOAQUIN BRANDAO SOSA, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 5, PAYSANDU, CHACRAS DE PAYSANDU, MOTO, 1, 401415, 6425815 
17/1/2022,, 62, PASAJERO, CAMINO BAJO DE LA PETIZA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 6, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 565205, 6141035 
17/1/2022,, 50, CONDUCTOR, MANUEL MELENDEZ, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 7, TREINTA Y TRES, TREINTA Y TRES, AUTO, 1, 743390, 6320140 
17/1/2022,, 71, PEATÓN, MANUEL MELENDEZ, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 7, TREINTA Y TRES, TREINTA Y TRES, SIN DATOS, 1, 743390, 6320140 
17/1/2022,, 20, CONDUCTOR, RUTA 93 KM 112.500, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 7, MALDONADO, LA CAPUERA, MOTO, 1, 673760, 6140260 
17/1/2022,, 33, CONDUCTOR, RUTA 93 KM 112.500, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 7, MALDONADO, LA CAPUERA, AUTO, 1, 673760, 6140260 
17/1/2022,, 25, CONDUCTOR, RUTA 21, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, LUNES, MASCULINO, 8, SORIANO, SIN DATOS, MOTO, 1, 371420, 6253225 
22/2/2022,, 40, CONDUCTOR, MARIA STAGNERO DE MUNAR --PASO CARRASCO--, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 18, CANELONES, PASO CARRASCO, AUTO, 1, 587905, 6142240 
23/2/2022,, 64, CONDUCTOR, ROCHA, URBANA    , HERIDO GRAVE, COLISIÓN CON OBSTÁCULO EN CALZADA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, CAMION, 1, 574490, 6139665 
23/2/2022,, 8, PASAJERO, MARIANO MORENO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576605, 6140095 
23/2/2022,, 37, CONDUCTOR, MARIANO MORENO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576605, 6140095 
17/1/2022,, 29, CONDUCTOR, SIN DATOS, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 9, CANELONES, SANTA LUCIA, MOTO, 1, 556690, 6186810 
17/1/2022,, 35, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 9, SAN JOSE, SIN DATOS, CAMION, 1, 530005, 6170895 
17/1/2022,, 38, CONDUCTOR, SIN DATOS, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 9, SAN JOSE, SIN DATOS, CAMION, 1, 530005, 6170895 
17/1/2022,, 24, CONDUCTOR, BOULEVARD GENERAL ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576230, 6139060 
17/1/2022,, 25, PASAJERO, BOULEVARD GENERAL ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576230, 6139060 
17/1/2022,, 50, CONDUCTOR, SIN DATOS, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 11, CERRO LARGO, FRAILE MUERTO, AUTO, 1, 730970, 6399465 
23/2/2022,, 47, CONDUCTOR, DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 9, MALDONADO, MALDONADO, MOTO, 1, 686495, 6134735 
23/2/2022,, 20, PASAJERO, GENERAL RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, ARTIGAS, ARTIGAS, AUTO, 1, 551910, 6636380 
17/1/2022,, 24, CONDUCTOR, AVENIDA FRANKLIN DELANO ROOSEVELT, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, LUNES, MASCULINO, 12, MALDONADO, PINARES - LAS DELICIAS, AUTO, 1, 685840, 6134710 
17/1/2022,, 49, CONDUCTOR, AVENIDA FRANKLIN DELANO ROOSEVELT, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, MALDONADO, PINARES - LAS DELICIAS, OMNIBUS, 1, 685840, 6134710 
17/1/2022,, 28, CONDUCTOR, VIA_PUBLICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, CERRO LARGO, LAGO MERIN, AUTO, 1, 850735, 6371500 
17/1/2022,, 41, CONDUCTOR, VIA_PUBLICA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 12, CERRO LARGO, LAGO MERIN, MOTO, 1, 850735, 6371500 
17/1/2022,, 57, CONDUCTOR, SIN DATOS, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 9, MALDONADO, SIN DATOS, AUTO, 1, 664650, 6150010 
23/2/2022,, 22, CONDUCTOR, GENERAL RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, ARTIGAS, ARTIGAS, AUTO, 1, 551910, 6636380 
23/2/2022,, 36, CONDUCTOR, GENERAL RIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, ARTIGAS, ARTIGAS, MOTO, 1, 551910, 6636380 
23/2/2022,, 26, CONDUCTOR, MAPUCHES Y CHARRUAS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 9, MALDONADO, BARRIO HIPODROMO, MOTO, 1, 687890, 6140545 
23/2/2022,, 70, CONDUCTOR, AVENIDA GENERAL RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 582160, 6138670 
23/2/2022,, 29, CONDUCTOR, AVENIDA GENERAL RIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 582160, 6138670 
17/1/2022,, 35, CONDUCTOR, J. MARTINEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 13, ROCHA, ROCHA, AUTO, 1, 744790, 6180540 
17/1/2022,, 42, CONDUCTOR, GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 14, SORIANO, JOSE ENRIQUE RODO, AUTO, 1, 451285, 6271050 
17/1/2022,, 60, CONDUCTOR, GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, LUNES, MASCULINO, 14, SORIANO, JOSE ENRIQUE RODO, MOTO, 1, 451285, 6271050 
17/1/2022,, 58, CONDUCTOR, DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 15, RIO NEGRO, FRAY BENTOS, MOTO, 1, 378455, 6334210 
17/1/2022,, 33, CONDUCTOR, DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 15, RIO NEGRO, FRAY BENTOS, CAMION, 1, 378455, 6334210 
23/2/2022,, 52, CONDUCTOR, ATILIO FRANCOIS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 10, COLONIA, CARMELO, BICICLETA, 1, 380600, 6237730 
19/2/2022,, 26, CONDUCTOR, SIN DATOS, RURAL     , ILESO, DESPISTE, SIN DATOS, USA CASCO, SÁBADO, MASCULINO, 18, CANELONES, SIN DATOS, MOTO, 1, 640305, 6158465 
17/1/2022,, 53, PASAJERO, AVENIDA LUIS BATTLE BERRES, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592450, 6146210 
17/1/2022,, 20, PASAJERO, AVENIDA LUIS BATTLE BERRES, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592450, 6146210 
17/1/2022,, 21, PASAJERO, AVENIDA LUIS BATTLE BERRES, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592450, 6146210 
17/1/2022,, 37, CONDUCTOR, AVENIDA LUIS BATTLE BERRES, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592450, 6146210 
17/1/2022,, 44, CONDUCTOR, AVENIDA LUIS BATTLE BERRES, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592450, 6146210 
23/2/2022,, 49, PEATÓN, GRECIA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 568545, 6139865 
23/2/2022,, 45, CONDUCTOR, GRECIA, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 568545, 6139865 
23/2/2022,, 42, CONDUCTOR, CERRITO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 4, COLONIA, ROSARIO, MOTO, 1, 467700, 6203435 
23/2/2022,, 22, CONDUCTOR, RINCON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 12, ROCHA, ROCHA, CAMION, 1, 744335, 6181205 
23/2/2022,, 22, CONDUCTOR, RINCON, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 12, ROCHA, ROCHA, MOTO, 1, 744335, 6181205 
17/1/2022,, 47, CONDUCTOR, BRASIL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 18, SALTO, SALTO, MOTO, 1, 409275, 6527055 
17/1/2022,, 74, CONDUCTOR, BRASIL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, SALTO, SALTO, AUTO, 1, 409275, 6527055 
17/1/2022,, 30, PASAJERO, AVENIDA WILSON FERREIRA ALDUNATE, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 18, MALDONADO, MALDONADO, MOTO, 1, 685580, 6137875 
17/1/2022,, 33, CONDUCTOR, AVENIDA WILSON FERREIRA ALDUNATE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 18, MALDONADO, MALDONADO, MOTO, 1, 685580, 6137875 
17/1/2022,, 36, CONDUCTOR, AVENIDA WILSON FERREIRA ALDUNATE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, MALDONADO, MALDONADO, AUTO, 1, 685580, 6137875 
23/2/2022,, 85, PEATÓN, JOSE PEDRO VARELA, SUBURBANA , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 10, FLORIDA, 25 DE MAYO, SIN DATOS, 1, 560635, 6216405 
23/2/2022,, 33, CONDUCTOR, JOSE PEDRO VARELA, SUBURBANA , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, FLORIDA, 25 DE MAYO, AUTO, 1, 560635, 6216405 
23/2/2022,, 64, CONDUCTOR, CARDAL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 12, RIO NEGRO, FRAY BENTOS, AUTO, 1, 379795, 6333180 
23/2/2022,, 47, CONDUCTOR, AVENIDA DOCTOR AMERICO RICALDONI, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 11, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 576920, 6137940 
17/1/2022,, 53, CONDUCTOR, MAR TIRRENO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 18, MALDONADO, PUNTA DEL ESTE, AUTO, 1, 687645, 6133130 
17/1/2022,, 21, CONDUCTOR, INTENDENTE OLIVER, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 15, TACUAREMBO, TACUAREMBO, MOTO, 1, 595000, 6491400 
17/1/2022,, 64, CONDUCTOR, INTENDENTE OLIVER, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 15, TACUAREMBO, TACUAREMBO, AUTO, 1, 595000, 6491400 
17/1/2022,, SIN DATOS, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 572890, 6142535 
17/1/2022,, 50, PEATÓN, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 19, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 572890, 6142535 
17/1/2022,, 30, CONDUCTOR, JUAN JACOBO ROUSSEAU, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 19, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579025, 6141405 
23/2/2022,, 31, CONDUCTOR, AVENIDA DOCTOR AMERICO RICALDONI, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 11, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 576920, 6137940 
23/2/2022,, 59, CONDUCTOR, VIA_PUBLICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 13, ROCHA, BARRA DEL CHUY, AUTO, 1, 834245, 6259060 
23/2/2022,, 77, PEATÓN, AVENIDA BOLIVIA, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 12, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 583735, 6139680 
17/1/2022,, SIN DATOS, CONDUCTOR, INDEPENDENCIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 21, FLORIDA, FLORIDA, MOTO, 1, 572500, 6226520 
17/1/2022,, 25, CONDUCTOR, AVENIDA LEZICA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 570280, 6148555 
17/1/2022,, 43, CONDUCTOR, AVENIDA LEZICA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 570280, 6148555 
17/1/2022,, 22, CONDUCTOR, SAN CARLOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 22, MALDONADO, MALDONADO, AUTO, 1, 686890, 6135525 
17/1/2022,, 44, PASAJERO, SAN CARLOS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, FEMENINO, 22, MALDONADO, MALDONADO, AUTO, 1, 686890, 6135525 
23/2/2022,, 48, CONDUCTOR, AVENIDA BOLIVIA, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 12, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 583735, 6139680 
23/2/2022,, 29, CONDUCTOR, EBER DA ROSA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 13, CERRO LARGO, MELO, MOTO, 1, 766315, 6414445 
23/2/2022,, 43, CONDUCTOR, SIN DATOS, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, ROCHA, SIN DATOS, AUTO, 1, 744690, 6178725 
23/2/2022,, 28, CONDUCTOR, WASHINGTON, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 15, PAYSANDU, PAYSANDU, MOTO, 1, 398275, 6424285 
23/2/2022,, 31, CONDUCTOR, WASHINGTON, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, PAYSANDU, PAYSANDU, AUTO, 1, 398275, 6424285 
23/2/2022,, 21, PASAJERO, CARLOS REYLES, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 15, MALDONADO, SAN CARLOS, MOTO, 1, 690305, 6147865 
18/1/2022,, 25, CONDUCTOR, RUTA 39, SUBURBANA , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 3, MALDONADO, SIN DATOS, AUTO, 1, 688345, 6142840 
18/1/2022,, 60, CONDUCTOR, SIN DATOS, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 1, RIVERA, SIN DATOS, AUTO, 1, 650570, 6557340 
18/1/2022,, 35, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 6, SALTO, SALTO, MOTO, 1, 408580, 6526725 
18/1/2022,, 47, CONDUCTOR, GENERAL FRUCTUOSO RIVERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 6, SALTO, SALTO, AUTO, 1, 408580, 6526725 
18/1/2022,, 54, CONDUCTOR, VAZ FERREIRA --PASO CARRASCO--, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, FEMENINO, 5, CANELONES, PASO CARRASCO, BICICLETA, 1, 587290, 6142870 
23/2/2022,, SIN DATOS, CONDUCTOR, CARLOS REYLES, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MALDONADO, SAN CARLOS, AUTO, 1, 690305, 6147865 
23/2/2022,, 21, CONDUCTOR, GONZALEZ MORENO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 15, COLONIA, COLONIA DEL SACRAMENTO, MOTO, 1, 422855, 6187185 
23/2/2022,, 46, CONDUCTOR, GONZALEZ MORENO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 422855, 6187185 
18/1/2022,, 35, CONDUCTOR, SANTIAGO SIERRA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575890, 6142760 
18/1/2022,, 33, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 10, MALDONADO, MALDONADO, AUTO, 1, 686695, 6135125 
18/1/2022,, SIN DATOS, CONDUCTOR, VEINTICINCO DE MAYO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 10, MALDONADO, MALDONADO, MOTO, 1, 686695, 6135125 
18/1/2022,, 61, CONDUCTOR, VILLANUEVA SARAVIA PINTOS, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 11, CERRO LARGO, MELO, MOTO, 1, 766810, 6415680 
18/1/2022,, 18, CONDUCTOR, VILLANUEVA SARAVIA PINTOS, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 11, CERRO LARGO, MELO, MOTO, 1, 766810, 6415680 
23/2/2022,, 66, CONDUCTOR, VALERIANO MAGRI, SUBURBANA , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 16, LAVALLEJA, SIN DATOS, BICICLETA, 1, 660750, 6200745 
23/2/2022,, 31, CONDUCTOR, AVENIDA MILLAN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573770, 6141705 
23/2/2022,, SIN DATOS, CONDUCTOR, LEOPOLDO FUICA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 15, COLONIA, ROSARIO, AUTO, 1, 467375, 6203410 
18/1/2022,, 37, CONDUCTOR, PANCHO LÓPEZ Y FERRER, URBANA    , ILESO, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 15, FLORES, TRINIDAD, AUTO, 1, 510500, 6290175 
18/1/2022,, 21, CONDUCTOR, ALMENARA ESQ AMEZAGA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 12, CANELONES, LAGOMAR, AUTO, 1, 592645, 6144855 
18/1/2022,, 22, CONDUCTOR, ALMENARA ESQ AMEZAGA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 12, CANELONES, LAGOMAR, MOTO, 1, 592645, 6144855 
18/1/2022,, 38, CONDUCTOR, ZORRILLA DE SAN MARTIN, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 15, PAYSANDU, PAYSANDU, MOTO, 1, 398195, 6423755 
